idCliente,numero,nombre,jornada,idJornadaSugerida,horaApertura,horaCierre,emailContacto,codArea1,telefono1,codArea2,telefono2,stock,fechaActualizacionStock,idFormatoLocal,Formato,REGION,CIUDAD - COMUNA,cutComuna,direccion,referencia,gmapShortUrl,gmapIframeUrl,createdAt,editedAt
2,175,175 San Vicente,noche,3,09:00,21:00,f_cv175@farmacruzverde.cl,(72),2 57 1873,,,23664,2016-02-15,1,Autoservicio,VI,San Vicente Tagua Tagua,6117,Germán Riesco Nº 1001,,,,,
2,177,177 Curicó 5,noche,3,10:30,21:00,f_cv177@farmacruzverde.cl,(75),2 54 3155,,,16054,2016-02-15,1,Autoservicio,VII,Curicó 5,7301,"Avenida Bernardo O' Higgins Nº 201, Local 40 (Mall Center)",,,,,
2,179,179 Talca 3,noche,3,09:00,22:00,f_cv179@farmacruzverde.cl,(71),2 23 0989,(71),2 22 3717,27047,2016-02-15,1,Autoservicio,VII,Talca 3,7101,1 Norte Nº 1518,,,,,
2,180,180 Coyhaique 1,noche,3,08:30,22:30,f_cv180@farmacruzverde.cl,(67),2 25 4362,(67),2 25 4361,42495,2016-02-15,1,Autoservicio,XI,Coyhaique 1,11101,Arturo Prat Nº 307,,,,,
2,181,181 Aysén 1,noche,3,09:00,22:00,f_cv181@farmacruzverde.cl,(67),2 33 2543,(67),2 33 2570,33929,2016-02-15,1,Autoservicio,XI,Aysén 1,11201,Sargento Aldea Nº 743,,,,,
2,184,184 Limache 1,noche,3,09:00,21:30,f_cv184@farmacruzverde.cl,(33),2 41 4551,,,25673,2016-02-15,3,Multifuncional c/góndolas,V,Limache 1,5802,Urmeneta Nº 96,,,,,
2,185,185 El Bosque,dia,2,09:10,22:00,f_cv185@farmacruzverde.cl,(2),2230 1885,,,25866,2016-02-15,3,Multifuncional c/góndolas,RM,El Bosque,13105,"Gran Avenida Nº 10375, Local 40. (Tottus)",,,,,
2,186,186 Coyhaique 2,noche,3,08:30,22:00,f_cv186@farmacruzverde.cl,(67),2 25 8386,,,38488,2016-02-15,1,Autoservicio,XI,Coyhaique 2,11101,Arturo Prat Nº 387,,,,,
2,187,187 El Belloto 1,dia,2,08:30,22:30,f_cv187@farmacruzverde.cl,(32),2 98 4011,,,20504,2016-02-15,1,Autoservicio,V,El Belloto / Quilpué,5801,"Ramón Freire Nº 2414, Local 1028, (interior Jumbo El Belloto)(Sector el Belloto)",El Belloto es un sector de Quilpue,,,,
2,188,188 Providencia 6,noche,3,08:00,24:00,f_cv188@farmacruzverde.cl,(2),2735 7715,(2),2735 5669,26679,2016-02-15,2,Multifuncional,RM,Providencia 6,13123,"Avenida Bellavista Nº  0415, (Clínica Santa María), Nueva Torre Consultas Médicas y Urgencia",,,,,
2,189,189 Concepción 6,noche,3,09:00,22:00,f_cv189@farmacruzverde.cl,(41),2 25 2460,,,28924,2016-02-15,1,Autoservicio,VIII,Concepción 6,8101,Roosevelt Nº 1702,,,,,
2,191,191 Punta Arenas 1,noche,3,09:00,20:30,f_cv191@farmacruzverde.cl,(61),2 22 8724,,,25276,2016-02-15,2,Multifuncional,XII,Punta Arenas 1,12101,José Nogueira Nº 1120,,,,,
2,192,192 Primavera,noche,3,08:00,19:00,f_cv192@farmacruzverde.cl,(61),2 29 6863,,,5487,2016-02-15,2,Multifuncional,XII,Primavera,12302,Eduardo Simian s/n (Centro Médico),,,,,
2,193,193 Punta Arenas 2,noche,3,08:30,22:00,f_cv193@farmacruzverde.cl,(61),2 24 7976,(61),2 24 7892,40406,2016-02-15,1,Autoservicio,XII,Punta Arenas 2,12101,Bories Nº 701,,,,,
2,195,195 Punta Arenas 3,noche,3,09:30,21:30,f_cv195@farmacruzverde.cl,(61),2 21 3415,,,34021,2016-02-15,3,Multifuncional c/góndolas,XII,Punta Arenas 3,12101,"Avenida Presidente Eduardo Frei Montalva Nº 01110, Local 204 (Mall)",,,,,
2,197,197 Pto.Natales,noche,3,09:00,21:30,f_cv197@farmacruzverde.cl,(61),2 41 4840,,,43196,2016-02-15,3,Multifuncional c/góndolas,XII,Natales / Puerto Natales,12401,"Baquedano Nº 331, Puerto Natales",,,,,
2,198,198 Vicuña 1,noche,3,09:00,22:00,f_cv198@farmacruzverde.cl,(51),2 41 2083,,,26481,2016-02-15,3,Multifuncional c/góndolas,IV,Vicuña 1,4106,"Chacabuco Nº 302, Local 1",,,,,
2,199,199 Vicuña 2,noche,3,09:30,21:30,f_cv199@farmacruzverde.cl,(51),2 41 2549,,,13805,2016-02-15,2,Multifuncional,IV,Vicuña 2,4106,Prat Nº 182,,,,,
2,200,200 Arica 1,noche,3,08:30,23:00,f_cv200@farmacruzverde.cl,(58),2 23 2396,,,46188,2016-02-15,1,Autoservicio,XV,Arica 1,15101,21 de Mayo Nº 299,,,,,
2,201,201 Arica 2,noche,3,09:00,22:30,f_cv201@farmacruzverde.cl,(58),2 23 3504,,,32905,2016-02-15,1,Autoservicio,XV,Arica 2,15101,21 de Mayo Nº 399,,,,,
2,203,203 La Florida 2,dia,2,08:45,22:00,f_cv203@farmacruzverde.cl,(2),2755 4985,,,12400,2016-02-15,2,Multifuncional,RM,La Florida 2,13110,"Vicuña Mackenna Nº 6100, Local 134 (Jumbo)",,,,,
2,204,204 El Belloto 2,noche,3,09:00,22:30,f_cv204@farmacruzverde.cl,(32),2 94 3523,,,22859,2016-02-15,1,Autoservicio,V,El Belloto / Quilpué,5801,Paseo Peatonal Freire Nº 471 (Sector el Belloto),El Belloto es un sector de Quilpue,,,,
2,205,205 Antofagasta 2,noche,3,09:00,23:30,f_cv205@farmacruzverde.cl,(55),2 48 8620,(2),(2694 4000) 5205,25437,2016-02-15,3,Multifuncional c/góndolas,II,Antofagasta 2,2101,"Avenida Grecia Nº 430, Esquina Ejercito (Serv. Esso)",,,,,
2,206,206 Calama 1,noche,3,08:30,22:30,f_cv206@farmacruzverde.cl,(55),2 36 3079,,,31597,2016-02-15,1,Autoservicio,II,Calama 1,2201,"Almirante Latorre Nº 1997-1999, Esquina Rafael Vargas",,,,,
2,208,208 Calama 2,noche,3,09:00,23:00,f_cv208@farmacruzverde.cl,(55),2 33 9770,,,25929,2016-02-15,1,Autoservicio,II,Calama 2,2201,"Avenida Miguel Grau Nº 1060, Local B (Serv. Esso)",,,,,
2,209,209 Antofagasta 3,noche,3,09:00,22:00,f_cv209@farmacruzverde.cl,(55),2 49 5908,,,0,2016-02-15,2,Multifuncional,II,Antofagasta 3,2101,"Cardenal Carlos Oviedo Cavada Nº 5319, Local 8 (Korlaet)",,,,,
2,210,210 Iquique 1,noche,3,09:00,22:00,f_cv210@farmacruzverde.cl,(57),2 43 9694,,,40425,2016-02-15,1,Autoservicio,I,Iquique 1,1101,"Avenida Héroes de la Concepción s/n, Local 158-160 (Mall Las Américas)",,,,,
2,211,211 Iquique 2,noche,3,08:30,23:00,f_cv211@farmacruzverde.cl,(57),2 24 8719,,,36161,2016-02-15,1,Autoservicio,I,Iquique 2,1101,"Avenida Héroes de la Concepción Nº 2855, Local 1, 2 y 3 (Jumbo)",,,,,
2,214,214 Iquique 3,noche,3,08:30,22:30,fcv_215@farmacruzverde.cl,(57),2 42 5641,,,43523,2016-02-15,1,Autoservicio,I,Iquique 3,1101,Tarapacá Nº 496,,,,,
2,215,215 Iquique 4,noche,3,09:00,24:00,f_cv214@farmacruzverde.cl,(57),2 42 8691,,,32733,2016-02-15,1,Autoservicio,I,Iquique 4,1101,Vivar Nº 685,,,,,
2,216,216 Iquique 5,noche,3,08:30,22:30,f_cv216@farmacruzverde.cl,(57),2 41 6442,,,18574,2016-02-15,3,Multifuncional c/góndolas,I,Iquique 5,1101,"Arturo Prat Nº 1170, Local 1(Clínica Iquique)",,,,,
2,217,217 Iquique 6,noche,3,08:00,23:00,f_cv217@farmacruzverde.cl,(57),2 42 2908,,,35168,2016-02-15,1,Autoservicio,I,Iquique 6,1101,Vivar Nº 706 - 710,,,,,
2,218,218 Estación Central 3,noche,3,09:00,21:00,f_cv218@farmacruzverde.cl,(2),2898 7912,,,12187,2016-02-15,2,Multifuncional,RM,Estación Central 3,13106,"Avenida Libertador Bernardo O' Higgins Nº 3470, Local 104 - 106 E, (Mall Plaza Alameda)",,,,,
2,219,219 Tocopilla,noche,3,09:00,22:30,f_cv219@farmacruzverde.cl,(55),2 81 5523,(2),(2694 4000) 5219,40289,2016-02-15,3,Multifuncional c/góndolas,II,Tocopilla,2301,21 de Mayo Nº 1687,,,,,
2,220,220 Antofagasta 4,noche,3,08:00,23:00,f_cv220@farmacruzverde.cl,(55),2 22 0654,(2),(2694 4000) 5220,51438,2016-02-15,1,Autoservicio,II,Antofagasta 4,2101,Arturo Prat Nº 543,,,,,
2,221,221 Antofagasta 5,dia,2,10:30,20:30,f_cv221@farmacruzverde.cl,(55),2 47 6330,,,24924,2016-02-15,3,Multifuncional c/góndolas,II,Antofagasta 5,2101,Pedro Aguirre Cerda Nº 8700 (Korlaet),,,,,
2,222,222 Antofagasta 6,noche,3,09:00,22:00,f_cv222@farmacruzverde.cl,(55),2 49 3164,,,31526,2016-02-15,1,Autoservicio,II,Antofagasta 6,2101,Arturo Prat Nº 640,,,,,
2,223,223 Antofagasta 7,noche,3,08:30,24:00,f_cv223@farmacruzverde.cl,(55),2 22 0400,(2),(2694 4000) 5223,37457,2016-02-15,1,Autoservicio,II,Antofagasta 7,2101,Manuel Antonio Matta Nº 2490,,,,,
2,224,224 Antofagasta 8,noche,3,08:30,22:30,f_cv224@farmacruzverde.cl,(55),2 49 0708,,,20767,2016-02-15,2,Multifuncional,II,Antofagasta 8,2101,José Santos Ossa Nº 2332 (Korlaet),,,,,
2,225,225 Antofagasta 9,dia,2,08:30,22:00,f_cv225@farmacruzverde.cl,(55),2 23 6072,(2),(2694 4000) 5225,38666,2016-02-15,1,Autoservicio,II,Antofagasta 9,2101,"Pedro Aguirre Cerda Nº 9400, Local 17 (Supermercado Infante)",,,,,
2,226,226 Antofagasta 10,dia,2,09:00,22:00,f_cv226@farmacruzverde.cl,(55),2 26 8416,,,13983,2016-02-15,2,Multifuncional,II,Antofagasta 10,2101,14 de Febrero Nº 2465 (Supermerdaco Infante),,,,,
2,227,227 Calama 3,noche,3,08:30,23:30,f_cv227@farmacruzverde.cl,(55),2 34 3906,,,31082,2016-02-15,1,Autoservicio,II,Calama 3,2201,Sotomayor Nº 1898,,,,,
2,228,228 Calama 4,noche,3,09:00,22:30,f_cv228@farmacruzverde.cl,(55),2 31 9790,,,32232,2016-02-15,1,Autoservicio,II,Calama 4,2201,"Avenida Balmaceda Nº 3245, Local 145 (Mall Plaza Calama)",,,,,
2,229,229 Calama 5,noche,3,08:30,23:00,f_cv229@farmacruzverde.cl,(55),2 31 2133,,,35598,2016-02-15,3,Multifuncional c/góndolas,II,Calama 5,2201,Latorre Nº 1965,,,,,
2,230,230 Copiapó 1,noche,3,08:30,23:30,f_cv230@farmacruzverde.cl,(52),2 24 1213,,,47064,2016-02-15,1,Autoservicio,III,Copiapó 1,3101,O' Higgins Nº 500,,,,,
2,231,231 Copiapó 2,dia,2,08:30,22:30,f_cv231@farmacruzverde.cl,(52),2 22 1622,,,20080,2016-02-15,2,Multifuncional,III,Copiapó 2,3101,"Avenida Copayapu Nº 2406, Local 1021 (Jumbo)",,,,,
2,232,232 Copiapó 3,noche,3,09:00,22:00,f_cv232@farmacruzverde.cl,(52),2 23 6409,,,26744,2016-02-15,1,Autoservicio,III,Copiapó 3,3101,Atacama Nº 577,,,,,
2,233,233 Peñalolén 1,noche,3,09:00,23:00,f_cv233@farmacruzverde.cl,(2),2958 0195,,,24155,2016-02-15,1,Autoservicio,RM,Peñalolén 1,13122,"Avenida Consistorial Nº 270, Local B-14",,,,,
2,234,234 Lo Prado 1,noche,3,09:30,21:30,f_cv234@farmacruzverde.cl,(2),2775 7476,,,30479,2016-02-15,1,Autoservicio,RM,Lo Prado 1,13117,Avenida San Pablo Nº 6256 (Serv. Esso),,,,,
2,235,235 Vallenar 1,noche,3,08:30,23:00,f_cv235@farmacruzverde.cl,(51),2 61 0254,(2),(2694 4000) 5235,36514,2016-02-15,1,Autoservicio,III,Vallenar 1,3301,Avenida Arturo Prat Nº 1101,,,,,
2,236,236 Estación Central 4,noche,3,10:00,21:30,f_cv236@farmacruzverde.cl,(2),2898 7871,(2),2898 7871,14116,2016-02-15,3,Multifuncional c/góndolas,RM,Estación Central 4,13106,"Avenida Libertador Bernardo O' Higgins Nº 3479, Local BZ 139",,,,,
2,237,237 San Antonio 1,noche,3,09:00,22:00,f_cv237@farmacruzverde.cl,(35),2 23 5038,,,27134,2016-02-15,3,Multifuncional c/góndolas,V,San Antonio 1,5601,Avenida Ramón Barros Luco Nº 105 Local 10 (Mall Arauco Pacífico),,,,,
2,238,238 Calama 6,noche,3,09:00,22:30,f_cv238@farmacruzverde.cl,(55),2 36 4724,,,34476,2016-02-15,1,Autoservicio,II,Calama 6,2201,Paseo Peatonal Eleuterio Ramírez Nº 1977-1979,,,,,
2,239,239 La Serena 1,dia,2,09:00,22:00,f_cv239@farmacruzverde.cl,(51),2 28 1127,,,17474,2016-02-15,2,Multifuncional,IV,La Serena 1,4101,"Nicaragua Nº 1571, Local 1 (Deca)",,,,,
2,241,241 La Serena 2,noche,3,08:30,22:30,f_cv241@farmacruzverde.cl,(51),2 21 0930,,,41275,2016-02-15,1,Autoservicio,IV,La Serena 2,4101,"Cordovéz Nº 671, Local 101",,,,,
2,243,243 La Serena 3,noche,3,09:00,23:00,f_cv243@farmacruzverde.cl,(51),2 29 5583,,,23851,2016-02-15,1,Autoservicio,IV,La Serena 3,4101,"Balmaceda Nº 3464, (Serv. Esso)",,,,,
2,245,245 Coquimbo 1,noche,3,09:00,21:00,f_cv245@farmacruzverde.cl,(51),2 31 9569,,,23823,2016-02-15,3,Multifuncional c/góndolas,IV,Coquimbo 1,4102,Aldunate Nº 1310 - 1312,,,,,
2,246,246 Coquimbo 2,noche,3,08:30,21:00,f_cv246@farmacruzverde.cl,(51),2 31 2678,,,34717,2016-02-15,1,Autoservicio,IV,Coquimbo 2,4102,Aldunate Nº 1457,,,,,
2,247,247 La Serena 4,noche,3,08:00,22:00,f_cv247@farmacruzverde.cl,(51),2 22 3403,(51),2 21 0847,32367,2016-02-15,1,Autoservicio,IV,La Serena 4,4101,Cordovéz Nº 510,,,,,
2,248,248 La Serena 5,noche,3,10:30,21:30,f_cv248@farmacruzverde.cl,(51),2 21 0620,,,35481,2016-02-15,3,Multifuncional c/góndolas,IV,La Serena 5,4101,"Alberto Solari Nº 1400, Local E-111 (Mall Plaza La Serena)",,,,,
2,249,249 La Serena 6,dia,2,09:00,22:00,f_cv249@farmacruzverde.cl,(51),2 55 0487,,,33425,2016-02-15,3,Multifuncional c/góndolas,IV,La Serena 6,4101,"Ruta 5 Parcela Nº 69, Local 1033 (Jumbo)",,,,,
2,250,250 Ovalle 2,noche,3,08:30,22:00,f_cv250@farmacruzverde.cl,(53),2 63 3854,,,33928,2016-02-15,1,Autoservicio,IV,Ovalle 2,4301,Vicuña Mackenna Nº 56,,,,,
2,251,251 Ovalle 3,noche,3,09:00,23:00,f_cv251@farmacruzverde.cl,(53),2 62 6810,,,39248,2016-02-15,1,Autoservicio,IV,Ovalle 3,4301,Vicuña Mackenna Nº 180,,,,,
2,252,252 La Serena 7,noche,3,09:00,22:00,f_cv252@farmacruzverde.cl,(51),2 21 9674,(51),2 21 9864,21121,2016-02-15,1,Autoservicio,IV,La Serena 7,4101,Balmaceda Nº 1397,,,,,
2,253,253 Coquimbo 3,noche,3,09:00,21:00,f_cv253@farmacruzverde.cl,(51),2 26 6891,,,13814,2016-02-15,2,Multifuncional,IV,Coquimbo 3,4102,"Avenida El Sauce Nº 981, Local 105, Sinderpart, (Deca)",,,,,
2,254,254 La Serena 8,noche,3,09:00,22:00,f_cv254@farmacruzverde.cl,(51),2 28 0291,,,18647,2016-02-15,3,Multifuncional c/góndolas,IV,La Serena 8,4101,"Avenida Libertador Nº 1401, Sector Las Compañías (Santa Isabel)",,,,,
2,255,255 Providencia 7,noche,3,08:00,22:00,f_cv255@farmacruzverde.cl,(2),2334 1790,(2),2334 2286,11408,2016-02-15,2,Multifuncional,RM,Providencia 7,13123,Avenida Los Conquistadores Nº 1850 (Clínica Indisa),,,,,
2,258,258 Colina 1,noche,3,10:00,20:00,f_cv258@farmacruzverde.cl,(2),2946 4684,,,18979,2016-02-15,1,Autoservicio,RM,Colina 1,13301,"Avenida Paseo Colina Sur Nº 14.500, Local 113 (Mall Piedra Roja)",,,,,
2,259,259 Las Condes 3,noche,3,07:30,22:30,fcv_259@farmacruzverde.cl,(2),2228 7896,,,30805,2016-02-15,3,Multifuncional c/góndolas,RM,Las Condes 3,13114,"Avenida Apoquindo Nº 4400, Local 145 y 147 (Esc. Militar - Sub Centro)",,,,,
2,260,260 Maipú 3,noche,3,09:00,22:00,f_cv260@farmacruzverde.cl,(2),2942 7215,,,19479,2016-02-15,1,Autoservicio,RM,Maipú 3,13119,"Ingeniero Eduardo Domínguez Nº 666, La Farfana (Santa Isabel)",,,,,
2,261,261 Puente Alto 4,noche,3,07:30,22:00,f_cv261@farmacruzverde.cl,(2),2434 9080,(2),2434 9081,16394,2016-02-15,2,Multifuncional,RM,Puente Alto 4,13201,"Línea 4 del Metro de Santiago, Local 5, (Estación Plaza de Puente Alto)",,,,,
2,265,265 Maipú 4,noche,3,09:00,23:00,f_cv265@farmacruzverde.cl,(2),2537 6696,(2),2537 6698,21744,2016-02-15,3,Multifuncional c/góndolas,RM,Maipú 4,13119,"Avenida Parque Central, Esquina Camino a Melipilla, Lote 1",,,,,
2,266,266 Talagante 1,noche,3,09:00,21:30,f_cv266@farmacruzverde.cl,(2),2838 0235,(2),2815 4655,24538,2016-02-15,3,Multifuncional c/góndolas,RM,Talagante 1,13601,Avenida Bernardo O' Higgins Nº 1132,,,,,
2,267,267 Macul,noche,3,09:00,23:00,f_cv267@farmacruzverde.cl,(2),2237 0401,,,25675,2016-02-15,1,Autoservicio,RM,Macul,13118,"Avenida José Pedro Alessandri Nº 2841, Local 1",,,,,
2,269,269 Cerrillos 1,dia,2,09:30,22:00,f_cv269@farmacruzverde.cl,(2),2539 6810,(2),2539 6894,19503,2016-02-15,2,Multifuncional,RM,Cerrillos 1,13102,"Avenida Américo Vespucio Nº 1501, Local 9, Nivel 1 (Tottus)",,,,,
2,270,270 La Florida 3,noche,3,09:30,22:00,f_cv270@farmacruzverde.cl,(2),2282 6569,, ,22211,2016-02-15,1,Autoservicio,RM,La Florida 3,13110,"Enrique Olivares Nº 594, Local 40.",,,,,
2,271,271 Las Condes 4,noche,3,07:30,22:15,f_cv271@farmacruzverde.cl,(2),2228 0727,, ,32971,2016-02-15,1,Autoservicio,RM,Las Condes 4,13114,"Evaristo Lillo Nº 29, Local 1 (Escuela Militar)",,,,,
2,272,272 Estación Central 5,noche,3,09:30,21:00,f_cv272@farmacruzverde.cl,(2),2689 0714,, ,18134,2016-02-15,2,Multifuncional,RM,Estación Central 5,13106,"Avenida Libertador Bernardo O' Higgins Nº 3322, Local 0150, 0152, 0154, 0156, 0158 y 165. Mall Arauco Estación",,,,,
2,273,273 Puente Alto 5,dia,2,08:30,22:00,f_cv273@farmacruzverde.cl,(2),2436 7750,(2),2436 7749,12925,2016-02-15,2,Multifuncional,RM,Puente Alto 5,13201,"Santo Domingo Nº 67, Local 44 y 45 (Jumbo)",,,,,
2,275,275 La Florida 4,noche,3,09:00,23:00,f_cv275@farmacruzverde.cl,(2),2262 7225,(2),2282 3946,18376,2016-02-15,3,Multifuncional c/góndolas,RM,La Florida 4,13110,Avenida Vicuña Mackenna Nº 9797 (Serv. Esso),,,,,
2,276,276 Las Condes 5,noche,3,08:30,22:00,f_cv276@farmacruzverde.cl,(2),2229 4026,,,24931,2016-02-15,1,Autoservicio,RM,Las Condes 5,13114,Avenida Los Militares Nº 6900,,,,,
2,277,277 Las Condes 6,noche,3,09:00,21:30,f_cv277@farmacruzverde.cl,(2),2217 9987,,,13599,2016-02-15,2,Multifuncional,RM,Las Condes 6,13114,"Lo Fontecilla Nº 441 (Exterior), Clínica Las Condes",,,,,
2,278,278 Las Condes 7,noche,3,09:00,21:00,f_cv278@farmacruzverde.cl,(2),2217 9989,,,16327,2016-02-15,2,Multifuncional,RM,Las Condes 7,13114,"Lo Fontecilla Nº 441 (Interior), Clínica Las Condes",,,,,
2,279,279 Puente Alto 6,noche,3,09:00,21:30,f_cv279@farmacruzverde.cl,(2),2875 9384,,,23598,2016-02-15,1,Autoservicio,RM,Puente Alto 6,13201,Avenida Camilo Henríquez Nº 3160 (Serv. YPF),,,,,
2,280,280 Independencia 1,noche,3,08:30,21:30,f_cv280@farmacruzverde.cl,(2),2380 0651,(2),2380 0650,29529,2016-02-15,1,Autoservicio,RM,Independencia 1,13108,Avenida Independencia Nº 936,,,,,
2,283,283 Quilicura 1,noche,3,09:30,22:00,f_cv283@farmacruzverde.cl,(2),2627 2254,(2),2603 6245,21062,2016-02-15,3,Multifuncional c/góndolas,RM,Quilicura 1,13125,Avenida O' Higgins Nº 99 (Serv. Esso),,,,,
2,284,284 Coronel 1,noche,3,10:30,21:00,f_cv284@farmacruzverde.cl,,,(2),(2694 4000) 5284,28615,2016-02-15,3,Multifuncional c/góndolas,VIII,Coronel 1,8102,"Avenida Carlos Prats Nº 901, Local 1258, (Mall Costa Pacifico)",,,,,
2,285,285 La Reina 1,noche,3,09:00,22:00,f_cv285@farmacruzverde.cl,(2),2273 7985,,,24610,2016-02-15,1,Autoservicio,RM,La Reina 1,13113,Avenida Carlos Ossandón Nº 1188 (Strip Center),,,,,
2,286,286 Santiago 13,noche,3,08:30,24:00,f_cv286@farmacruzverde.cl,(2),2635 3691,,,26608,2016-02-15,3,Multifuncional c/góndolas,RM,Santiago 13,13101,Portugal Nº 175 (Serv. YPF),,,,,
2,287,287 Las Condes 8,noche,3,08:30,22:00,f_cv287@farmacruzverde.cl,(2),2231 8096,(2),2231 2732,27456,2016-02-15,3,Multifuncional c/góndolas,RM,Las Condes 8,13114,"Avenida El Bosque Norte Nº 190, Local 1",,,,,
2,290,290 Las Condes 9,noche,3,09:00,22:00,f_cv290@farmacruzverde.cl,(2),2220 6110,(2),2220 2785,30191,2016-02-15,1,Autoservicio,RM,Las Condes 9,13114,Avenida Kennedy Nº 7915,,,,,
2,291,291 Ñuñoa 6,noche,3,09:00,22:00,f_cv291@farmacruzverde.cl,(2),2204 2559,,,20749,2016-02-15,3,Multifuncional c/góndolas,RM,Ñuñoa 6,13120,"Avenida Pedro de Valdivia Nº 3601, Local 1",,,,,
2,293,293 La Cisterna 1,noche,3,08:00,22:00,f_cv293@farmacruzverde.cl,(2),2548 1014,(2),2547 1342,20354,2016-02-15,3,Multifuncional c/góndolas,RM,La Cisterna 1,13109,"Avenida Américo Vespucio Nº 33, Local 5 (Estación Intermodal)",,,,,
2,295,295 Las Condes 10,noche,3,08:15,22:00,f_cv295@farmacruzverde.cl,(2),2224 2997,,,23000,2016-02-15,3,Multifuncional c/góndolas,RM,Las Condes 10,13114,Patagonia Nº 19,,,,,
2,296,296 Las Condes 11,noche,3,09:00,22:00,f_cv296@farmacruzverde.cl,(2),2207 7869,(2),2321 7018,27585,2016-02-15,1,Autoservicio,RM,Las Condes 11,13114,Avenida Apoquindo Nº 5020 - 5024 (Strip Center),,,,,
2,299,299 Vitacura 4,noche,3,08:30,22:00,f_cv299@farmacruzverde.cl,(2),2219 0321,,,23929,2016-02-15,1,Autoservicio,RM,Vitacura 4,13132,Avenida Luis Pasteur Nº 5519 - 5531,,,,,
2,300,300 Valparaíso 3,noche,3,08:30,21:00,f_cv300@farmacruzverde.cl,(32),2 75 5435,,,13750,2016-02-15,2,Multifuncional,V,Valparaíso 3,5101,Pedro Montt Nº 2248,,,,,
2,302,302 Viña del Mar 3,noche,3,10:30,21:00,f_cv302@farmacruzverde.cl,(32),2 38 2210,(32),2 38 2207,46434,2016-02-15,1,Autoservicio,V,Viña del Mar 3,5109,"Avenida Libertad Nº 1348, Local 22, (Mall Marina Arauco)",,,,,
2,303,303 Viña del Mar 4,noche,3,09:00,21:30,f_cv303@farmacruzverde.cl,(32),2 71 0470,,,12317,2016-02-15,2,Multifuncional,V,Viña del Mar 4,5109,Avenida Valparaíso Nº 298,,,,,
2,304,304 Quillota 2,noche,3,08:30,21:30,f_cv304@farmacruzverde.cl,(32),2 26 9467,,,26148,2016-02-15,1,Autoservicio,V,Quillota 2,5501,"O' Higgins Nº 195, Local 1",,,,,
2,305,305 Viña del Mar 5,noche,3,08:00,22:30,f_cv305@farmacruzverde.cl,(32),2 97 6948,(32),2 97 6955,31755,2016-02-15,1,Autoservicio,V,Viña del Mar 5,5109,Avenida Libertad Nº 825,,,,,
2,308,308 Viña del Mar 6,noche,3,09:00,21:30,f_cv308@farmacruzverde.cl,(32),2 68 0656,,,24876,2016-02-15,1,Autoservicio,V,Viña del Mar 6,5109,"Calle Quillota Nº 493, Esquina 6 Norte (Santa Isabel)",,,,,
2,310,310 Concón 1,noche,3,09:00,21:30,f_cv310@farmacruzverde.cl,(33),2 81 4023,(33),2 81 3636,23572,2016-02-15,1,Autoservicio,V,Concón 1,5103,Magallanes Nº 866,,,,,
2,311,311 Concón 2,noche,3,09:00,22:00,f_cv311@farmacruzverde.cl,(32),2 85 8104,,,29293,2016-02-15,3,Multifuncional c/góndolas,V,Concón 2,5103,"Avenida Concon - Reñaca Nº 3850, Local 1013",,,,,
2,312,312 La Calera 1,noche,3,09:00,21:30,f_cv312@farmacruzverde.cl,(33),2 22 8482,(33),2 22 8469,20674,2016-02-15,3,Multifuncional c/góndolas,V,La Calera 1,5502,José Joaquín Pérez Nº 202,,,,,
2,313,313 Valparaíso 4,noche,3,08:00,21:00,f_cv313@farmacruzverde.cl,(32),2 21 4500,,,34830,2016-02-15,1,Autoservicio,V,Valparaíso 4,5101,Pedro Montt Nº 2705,,,,,
2,315,315 Limache 2,noche,3,08:30,21:30,f_cv315@farmacruzverde.cl,(33),2 41 5940,,,24362,2016-02-15,3,Multifuncional c/góndolas,V,Limache 2,5802,Urmeneta Nº 99,,,,,
2,316,316 Viña del Mar 7,noche,3,08:30,22:30,f_cv316@farmacruzverde.cl,(32),2 69 8083,(32),2 69 8082,42577,2016-02-15,1,Autoservicio,V,Viña del Mar 7,5109,Avenida Valparaíso Nº 598,,,,,
2,317,317 Talcahuano 3,noche,3,10:30,21:30,f_cv317@farmacruzverde.cl,,,(2),(2694 4000) 5317,885,2016-02-15,2,Multifuncional,VIII,Talcahuano 3,8110,"Avenida Jorge Alessandri Nº 3177, Local 136 (Mall Plaza el Trébol)",,,,,
2,318,318 Viña del Mar 8,noche,3,09:00,21:30,f_cv318@farmacruzverde.cl,(32),2 62 0782,(32),2 66 2058,15696,2016-02-15,2,Multifuncional,V,Viña del Mar 8,5109,José Miguel Carrera Nº 201 (Recreo),,,,,
2,319,319 Villa Alemana 1,noche,3,09:00,22:00,f_cv319@farmacruzverde.cl,(32),2 95 7566,,,24551,2016-02-15,3,Multifuncional c/góndolas,V,Villa Alemana 1,5804,Avenida Valparaíso Nº 664,,,,,
2,320,320 Viña del Mar 9,noche,3,09:00,21:30,f_cv320@farmacruzverde.cl,(32),2 88 3169,,,20710,2016-02-15,3,Multifuncional c/góndolas,V,Viña del Mar 9,5109,Avenida Libertad Nº 1299,,,,,
2,321,321 Reñaca 1,noche,3,09:00,22:00,f_cv321@farmacruzverde.cl,(32),2 83 6951,(32),2 83 6952,26903,2016-02-15,1,Autoservicio,V,Reñaca 1/ Viña del Mar,5109,"Angamos Nº 242,  Local 8 (Strip Center). Reñaca",,,,,
